job_title,courses,missing_skills,missing_count,coverage
Adobe_AI_ML_Engineer,"CS462, CS314, CS165, CS201, CS370, CS150, CS453, CS162, CS270, CS250, CS320, CS464, CS456, CS457, CS164, CS152, CS220, CS214","['Ruby', 'Bug fixing', 'Customer needs', 'Vue', 'Analytical skills', 'Reliability', 'Angular', 'JavaScript', 'Knowledge sharing', 'React.js', 'Feedback', 'High performance']",12,0.6129032258064516
Adobe_AI_ML_Engineer,"CS314, CS165, CS201, CS370, CS150, CS162, CS270, CS345, CS250, CS320, CS440, CS414, CS164, CS152, CS220, CS214, CS312, CS356","['Ruby', 'Bug fixing', 'Customer needs', 'Vue', 'Analytical skills', 'Reliability', 'Angular', 'Knowledge sharing', 'React.js', 'Feedback', 'High performance']",11,0.6451612903225806
Adobe_AI_ML_Engineer,"CS462, CS314, CS165, CS201, CS370, CS150, CS455, CS162, CS270, CS250, CS320, CS464, CS458, CS415, CS164, CS152, CS220, CS214","['Ruby', 'Bug fixing', 'Customer needs', 'Vue', 'Analytical skills', 'Reliability', 'Angular', 'JavaScript', 'Knowledge sharing', 'Feedback']",10,0.6774193548387097
Adobe_AI_ML_Engineer,"CS314, CS165, CS201, CS370, CS150, CS455, CS162, CS270, CS250, CS320, CS456, CS457, CS415, CS164, CS152, CS220, CS214, CS445","['Ruby', 'Bug fixing', 'Customer needs', 'Vue', 'Analytical skills', 'Reliability', 'Angular', 'JavaScript', 'Knowledge sharing', 'React.js', 'Feedback']",11,0.6451612903225806
Adobe_AI_ML_Engineer,"CS314, CS165, CS201, CS370, CS150, CS455, CS435, CS162, CS270, CS250, CS320, CS464, CS456, CS164, CS152, CS220, CS214, CS356","['Ruby', 'Bug fixing', 'Customer needs', 'Vue', 'Analytical skills', 'Reliability', 'Angular', 'JavaScript', 'Knowledge sharing', 'React.js', 'Feedback']",11,0.6451612903225806
Adobe_AI_ML_Engineer,"CS462, CS314, CS165, CS201, CS370, CS150, CS455, CS162, CS270, CS250, CS320, CS464, CS414, CS475, CS164, CS152, CS220, CS214","['Ruby', 'Bug fixing', 'Customer needs', 'Vue', 'Analytical skills', 'Reliability', 'Angular', 'JavaScript', 'Knowledge sharing', 'React.js', 'Feedback']",11,0.6451612903225806
Adobe_AI_ML_Engineer,"CS462, CS314, CS165, CS201, CS370, CS150, CS435, CS162, CS270, CS250, CS320, CS440, CS164, CS152, CS220, CS430, CS214, CS445","['Ruby', 'Bug fixing', 'Customer needs', 'Vue', 'Analytical skills', 'Reliability', 'Angular', 'JavaScript', 'Knowledge sharing', 'React.js', 'Feedback', 'High performance']",12,0.6129032258064516
Adobe_AI_ML_Engineer,"CS314, CS165, CS201, CS370, CS150, CS435, CS162, CS270, CS345, CS250, CS320, CS440, CS456, CS110 - Modules, CS164, CS152, CS220, CS214","['Ruby', 'Bug fixing', 'Customer needs', 'Vue', 'Analytical skills', 'Reliability', 'Angular', 'JavaScript', 'Knowledge sharing', 'React.js', 'Feedback', 'High performance']",12,0.6129032258064516
Adobe_AI_ML_Engineer,"CS314, CS165, CS201, CS370, CS150, CS110, CS470 - Modules, CS453, CS162, CS270, CS250, CS320, CS414, CS164, CS152, CS220, CS214, CS470","['Ruby', 'Bug fixing', 'Customer needs', 'Vue', 'Analytical skills', 'Reliability', 'Angular', 'JavaScript', 'Knowledge sharing', 'React.js', 'Feedback', 'High performance']",12,0.6129032258064516
Adobe_AI_ML_Engineer,"CS314, CS165, CS201, CS370, CS150, CS425, CS162, CS270, CS250, CS320, CS458, CS475, CS164, CS152, CS220, CS214, CS356, CS470","['Ruby', 'Bug fixing', 'Customer needs', 'Vue', 'Analytical skills', 'Reliability', 'Angular', 'JavaScript', 'Knowledge sharing', 'Feedback', 'High performance']",11,0.6451612903225806
